Claim Amount,Coverage,Education,Employment Status,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Claim Reason,Sales Channel,Fraudulent
272,Basic,College,Medical Leave,17576,Married,71,29,70,Hail,CallCenter,0
246,Basic,Bachelor,Employed,29486,Married,62,19,73,Hail,Web,0
355,Extended,Master,Employed,58557,Married,88,4,83,Collision,Branch,0
493,Basic,Bachelor,Employed,25632,Married,63,27,52,Hail,CallCenter,0
804,Basic,High School,Unemployed,0,Single,112,7,42,Collision,Branch,0
428,Basic,Bachelor,Disabled,18768,Single,68,19,53,Collision,Agent,0
3347,Basic,Bachelor,Employed,33190,Divorced,106,18,95,Collision,Web,0
596,Basic,Master,Employed,47945,Married,74,32,39,Hail,Branch,0
4480,Extended,College,Employed,58778,Married,126,6,62,Collision,Agent,0
383,Basic,High School,Disabled,15192,Married,100,1,7,Other,Web,0
684,Premium,Bachelor,Employed,51859,Married,171,0,21,Other,Branch,0
529,Basic,High School,Retired,23422,Single,72,25,76,Hail,Agent,1
310,Extended,College,Employed,21604,Divorced,79,14,28,Collision,Branch,0
359,Extended,College,Employed,79298,Married,90,22,2,Hail,CallCenter,0
258,Basic,Bachelor,Employed,76731,Married,64,2,68,Hail,Agent,0
249,Basic,College,Employed,67282,Married,62,29,27,Hail,Web,0
1358,Basic,College,Employed,48534,Married,115,29,79,Other,CallCenter,0
469,Premium,Doctor,Employed,77678,Married,116,32,81,Collision,CallCenter,0
2869,Basic,College,Employed,48412,Single,104,15,23,Scratch or Dent,Agent,0
276,Basic,High School,Employed,33837,Married,72,29,54,Collision,Branch,0
618,Extended,Bachelor,Disabled,23712,Single,85,2,20,Collision,Branch,0
387,Basic,College,Retired,28142,Married,105,18,50,Hail,Agent,0
1893,Basic,Master,Employed,72196,Single,68,8,61,Hail,Branch,0
555,Basic,Master,Employed,68197,Married,69,1,81,Hail,Branch,0
501,Basic,Bachelor,Employed,75248,Married,63,13,71,Hail,Agent,0
1044,Extended,College,Unemployed,0,Single,98,9,50,Collision,Agent,0
220,Basic,Bachelor,Unemployed,0,Single,65,5,19,Collision,Agent,0
871,Premium,Bachelor,Employed,41546,Divorced,111,4,47,Collision,CallCenter,0
748,Extended,High School,Employed,46998,Divorced,96,13,98,Scratch or Dent,Agent,0
261,Basic,Bachelor,Employed,57099,Single,67,20,37,Scratch or Dent,Agent,0
908,Basic,Bachelor,Employed,33897,Married,114,15,67,Collision,Agent,0
1377,Premium,High School,Employed,59207,Single,116,23,21,Collision,Agent,0
288,Basic,High School,Employed,40171,Divorced,73,8,78,Other,Agent,0
555,Basic,Bachelor,Employed,67798,Divorced,69,1,78,Collision,Agent,0
510,Extended,Bachelor,Medical Leave,21665,Divorced,136,0,25,Collision,Branch,0
2414,Extended,College,Unemployed,0,Single,87,9,75,Collision,Web,0
354,Basic,College,Unemployed,0,Single,67,12,67,Other,CallCenter,1
2909,Extended,Bachelor,Employed,34226,Married,244,29,22,Collision,Agent,0
1983,Extended,High School,Employed,65989,Married,123,4,43,Scratch or Dent,CallCenter,0
473,Basic,High School,Employed,30686,Single,61,22,45,Hail,Web,1
3554,Basic,Master,Unemployed,0,Married,113,15,6,Collision,CallCenter,0
3461,Basic,High School,Employed,20090,Married,109,10,59,Hail,Agent,0
2022,Basic,High School,Unemployed,0,Married,183,6,16,Scratch or Dent,Agent,0
1398,Premium,College,Employed,77094,Married,176,25,29,Scratch or Dent,CallCenter,0
590,Basic,College,Employed,97413,Married,73,21,80,Collision,Agent,0
560,Basic,Master,Employed,79189,Married,69,6,97,Other,Branch,0
229,Basic,High School,Unemployed,0,Divorced,62,5,31,Scratch or Dent,Branch,1
627,Extended,College,Retired,18577,Divorced,86,21,76,Collision,Branch,0
373,Basic,College,Unemployed,0,Single,112,7,34,Collision,Agent,0
529,Basic,Bachelor,Employed,40783,Married,67,13,43,Collision,CallCenter,0
511,Basic,Bachelor,Unemployed,0,Single,74,34,51,Collision,CallCenter,0
713,Basic,College,Medical Leave,17483,Married,183,24,63,Hail,Web,0
460,Basic,Master,Employed,84394,Married,114,9,38,Other,Agent,0
916,Extended,College,Unemployed,0,Married,127,3,93,Hail,Agent,0
1481,Basic,College,Employed,41440,Married,62,20,80,Scratch or Dent,Agent,0
890,Extended,High School,Unemployed,0,Single,136,14,69,Collision,Agent,0
573,Basic,College,Employed,98132,Married,71,10,61,Scratch or Dent,Branch,0
418,Premium,High School,Unemployed,0,Married,112,4,49,Scratch or Dent,Agent,0
2778,Extended,Bachelor,Employed,88220,Married,230,28,63,Collision,CallCenter,0
1036,Extended,Master,Employed,58327,Married,129,31,5,Hail,Branch,0
785,Basic,Master,Employed,25950,Married,66,27,1,Other,Agent,0
477,Extended,High School,Retired,20993,Divorced,133,35,90,Hail,Agent,0
1423,Premium,High School,Employed,65726,Married,177,35,90,Collision,Agent,0
403,Basic,College,Unemployed,0,Married,63,35,59,Hail,CallCenter,0
279,Basic,College,Employed,39783,Single,72,28,43,Collision,Branch,0
436,Premium,College,Employed,58842,Married,110,6,74,Hail,Branch,0
962,Extended,Master,Employed,25629,Single,124,3,70,Hail,Agent,0
502,Extended,Bachelor,Employed,48567,Single,130,12,15,Hail,Agent,0
695,Basic,Doctor,Unemployed,0,Married,196,0,73,Collision,Branch,0
290,Basic,College,Employed,33746,Divorced,74,1,6,Collision,Agent,0
2190,Extended,Bachelor,Employed,22254,Married,79,22,75,Scratch or Dent,CallCenter,0
903,Basic,High School,Employed,65974,Married,113,3,43,Scratch or Dent,Agent,0
530,Extended,College,Unemployed,0,Single,76,18,63,Hail,Agent,0
417,Premium,College,Medical Leave,17161,Married,113,1,22,Collision,CallCenter,0
512,Basic,High School,Unemployed,0,Single,74,1,62,Collision,Agent,0
949,Extended,College,Unemployed,0,Married,132,9,85,Hail,Agent,0
820,Basic,High School,Unemployed,0,Married,73,9,14,Collision,Agent,0
988,Extended,College,Employed,67752,Single,131,4,40,Collision,Web,0
482,Basic,Bachelor,Disabled,25398,Divorced,64,30,80,Hail,Agent,0
628,Extended,High School,Unemployed,0,Single,88,30,19,Collision,Web,1
826,Basic,High School,Employed,33321,Married,105,6,2,Hail,Branch,0
255,Extended,Bachelor,Unemployed,0,Single,78,13,32,Hail,Web,1
450,Basic,Bachelor,Employed,68798,Single,114,19,69,Hail,CallCenter,0
380,Basic,Bachelor,Medical Leave,20325,Married,100,4,6,Collision,Branch,0
864,Basic,Bachelor,Medical Leave,13129,Married,117,15,93,Collision,Web,0
551,Basic,High School,Unemployed,0,Single,73,24,57,Collision,Branch,0
359,Extended,Master,Employed,49080,Single,91,14,68,Collision,Agent,0
489,Basic,College,Employed,42536,Divorced,63,30,57,Hail,Branch,0
276,Basic,Bachelor,Medical Leave,29926,Divorced,74,25,34,Collision,Branch,0
329,Extended,Doctor,Unemployed,0,Married,86,5,55,Hail,Agent,0
1094,Extended,Bachelor,Employed,21450,Married,138,15,35,Collision,Branch,0
738,Basic,High School,Employed,33345,Single,65,32,52,Collision,Agent,0
1011,Extended,Bachelor,Medical Leave,15752,Married,90,27,37,Collision,Branch,0
512,Basic,High School,Employed,40169,Divorced,65,1,47,Collision,CallCenter,0
853,Basic,College,Disabled,26049,Married,113,10,15,Collision,Web,0
222,Basic,College,Unemployed,0,Single,68,3,4,Hail,Web,1
804,Basic,Doctor,Employed,55411,Married,100,24,53,Hail,Web,0
255,Basic,College,Medical Leave,12459,Married,70,4,41,Hail,Branch,0
1807,Extended,Bachelor,Employed,64620,Married,76,24,32,Collision,Agent,0
243,Basic,Bachelor,Employed,83140,Married,61,25,70,Other,Agent,0
317,Extended,Bachelor,Unemployed,0,Single,92,20,50,Other,Web,0
547,Basic,Bachelor,Employed,54422,Married,68,9,8,Collision,Branch,0
1036,Extended,College,Employed,68309,Divorced,131,4,67,Collision,Web,0
254,Basic,High School,Employed,56621,Married,65,27,36,Hail,Branch,0
282,Basic,College,Employed,38977,Married,70,27,22,Collision,Agent,0
776,Premium,Bachelor,Unemployed,0,Divorced,111,32,13,Collision,Branch,0
408,Premium,High School,Unemployed,0,Married,114,12,43,Other,Branch,0
596,Extended,College,Unemployed,0,Single,83,35,87,Collision,Agent,0
1416,Basic,Bachelor,Employed,83235,Married,70,16,33,Hail,Agent,0
849,Basic,College,Unemployed,0,Married,74,7,93,Collision,Agent,0
629,Extended,College,Employed,32390,Married,80,20,36,Collision,CallCenter,0
1147,Extended,High School,Employed,66538,Married,95,14,64,Hail,Agent,0
231,Basic,Bachelor,Unemployed,0,Single,64,12,24,Hail,Agent,0
2359,Basic,Bachelor,Employed,76358,Married,66,25,3,Scratch or Dent,Agent,0
251,Basic,High School,Employed,43860,Single,65,15,58,Hail,Agent,0
538,Basic,College,Employed,55350,Married,67,0,13,Collision,Agent,0
477,Basic,College,Medical Leave,12964,Single,65,2,37,Collision,Web,0
676,Extended,Master,Employed,33288,Married,86,1,27,Collision,Branch,0
594,Extended,College,Unemployed,0,Single,84,31,25,Scratch or Dent,CallCenter,1
357,Extended,Bachelor,Employed,56168,Married,88,13,20,Collision,Branch,0
602,Extended,College,Unemployed,0,Single,92,3,28,Collision,Agent,0
543,Basic,High School,Employed,23105,Married,69,15,21,Hail,Agent,0
273,Basic,Master,Employed,36218,Married,68,6,83,Scratch or Dent,Branch,0
498,Basic,High School,Employed,52275,Married,62,6,88,Scratch or Dent,Branch,0
877,Basic,College,Employed,49665,Single,74,5,51,Scratch or Dent,Web,1
422,Premium,High School,Employed,32471,Single,110,0,87,Hail,Agent,0
1154,Extended,High School,Unemployed,0,Single,86,12,89,Collision,Agent,0
589,Basic,Master,Employed,62773,Married,73,19,57,Other,Branch,0
470,Basic,College,Employed,76694,Married,117,34,23,Other,Agent,0
1096,Premium,High School,Employed,55687,Divorced,276,33,91,Collision,Agent,0
252,Basic,High School,Unemployed,0,Single,70,20,81,Collision,Branch,0
376,Extended,Doctor,Employed,36633,Single,96,20,61,Hail,CallCenter,0
1294,Basic,High School,Employed,77060,Married,106,23,90,Collision,Branch,0
376,Extended,Bachelor,Employed,92600,Single,94,9,48,Scratch or Dent,Web,1
689,Basic,High School,Unemployed,0,Single,66,2,75,Collision,Branch,0
362,Basic,College,Unemployed,0,Single,111,6,24,Collision,Agent,0
758,Basic,College,Employed,64801,Married,64,23,19,Hail,Web,0
828,Premium,College,Employed,45257,Married,103,33,90,Scratch or Dent,CallCenter,0
258,Basic,High School,Medical Leave,26854,Married,66,31,70,Collision,Agent,0
821,Basic,College,Employed,85840,Married,102,14,79,Hail,Agent,0
1958,Basic,Doctor,Medical Leave,26463,Married,72,28,93,Collision,Branch,0
648,Extended,Bachelor,Employed,30689,Married,81,23,51,Other,Branch,0
260,Basic,High School,Employed,29590,Married,66,17,18,Hail,Agent,0
983,Premium,College,Employed,25965,Divorced,253,15,59,Hail,Agent,0
1044,Extended,Bachelor,Medical Leave,17269,Married,139,3,31,Collision,Branch,0
3606,Extended,College,Employed,90330,Single,137,0,86,Collision,CallCenter,0
847,Basic,High School,Unemployed,0,Married,113,34,5,Collision,CallCenter,0
828,Premium,High School,Unemployed,0,Married,110,20,66,Collision,Agent,0
479,Basic,High School,Unemployed,0,Married,67,2,49,Hail,Web,1
309,Extended,Bachelor,Disabled,18558,Married,80,17,23,Collision,Agent,0
444,Premium,Bachelor,Employed,46384,Married,113,33,93,Hail,Web,0
798,Basic,High School,Unemployed,0,Single,72,1,77,Hail,CallCenter,1
718,Basic,College,Employed,42303,Married,180,24,66,Hail,Agent,0
1566,Extended,Bachelor,Employed,71731,Single,130,12,50,Collision,Branch,0
578,Basic,High School,Employed,51066,Single,74,23,0,Hail,CallCenter,1
2071,Extended,College,Unemployed,0,Single,203,20,66,Collision,Branch,0
534,Extended,Bachelor,Unemployed,0,Single,86,19,93,Collision,Agent,0
505,Basic,College,Unemployed,0,Married,69,16,45,Scratch or Dent,Agent,0
512,Basic,High School,Employed,26173,Single,68,2,10,Hail,Web,1
727,Basic,Bachelor,Employed,24445,Single,63,18,15,Collision,Agent,0
262,Basic,College,Employed,72302,Divorced,66,6,27,Collision,Agent,0
374,Basic,High School,Retired,27208,Single,102,10,65,Collision,Web,1
273,Basic,Master,Employed,36650,Married,69,2,70,Hail,Web,0
545,Basic,College,Employed,30855,Married,68,7,15,Hail,Web,0
685,Extended,Bachelor,Unemployed,0,Divorced,95,13,20,Collision,CallCenter,0
617,Extended,Master,Employed,99960,Married,76,19,83,Collision,Agent,0
1035,Extended,Bachelor,Unemployed,0,Single,98,1,15,Collision,Agent,0
700,Extended,Bachelor,Employed,55873,Married,88,30,19,Hail,Agent,0
420,Premium,High School,Medical Leave,18052,Divorced,111,5,71,Scratch or Dent,Web,1
786,Basic,High School,Employed,28937,Divorced,104,28,23,Collision,CallCenter,0
606,Extended,High School,Unemployed,0,Single,86,34,80,Collision,CallCenter,0
1750,Basic,College,Unemployed,0,Divorced,73,9,94,Collision,Agent,0
897,Basic,Doctor,Medical Leave,12829,Married,118,33,1,Hail,CallCenter,0
592,Basic,Master,Employed,92163,Married,73,3,79,Scratch or Dent,Web,1
3585,Basic,High School,Disabled,17588,Single,192,24,92,Collision,Web,1
433,Basic,High School,Employed,82302,Married,106,11,92,Collision,Branch,0
1331,Extended,College,Unemployed,0,Divorced,127,19,40,Collision,CallCenter,0
453,Premium,High School,Employed,70340,Married,113,5,56,Collision,Agent,0
279,Basic,High School,Unemployed,0,Single,74,35,59,Collision,Agent,0
809,Basic,College,Employed,50825,Married,102,3,46,Collision,Agent,0
800,Extended,College,Employed,93459,Married,99,9,85,Hail,Web,0
513,Basic,Bachelor,Employed,86148,Married,65,19,51,Other,Agent,0
570,Basic,Bachelor,Employed,27048,Married,72,5,85,Scratch or Dent,Agent,0
922,Basic,College,Employed,73259,Married,115,7,31,Other,Web,0
1021,Extended,College,Employed,35482,Married,129,21,59,Collision,Branch,0
417,Basic,Master,Employed,29462,Single,107,28,23,Hail,Branch,0
451,Basic,College,Employed,67801,Divorced,115,12,45,Scratch or Dent,Web,1
311,Extended,High School,Unemployed,0,Married,94,34,59,Collision,Branch,0
553,Basic,High School,Medical Leave,16042,Married,73,33,58,Collision,Agent,0
505,Basic,High School,Employed,28056,Married,64,32,41,Collision,Branch,0
296,Extended,High School,Medical Leave,16495,Married,85,25,75,Collision,Branch,0
867,Basic,Master,Employed,41163,Married,108,11,66,Collision,Branch,0
1141,Premium,College,Unemployed,0,Married,161,3,71,Collision,Branch,0
1549,Basic,Bachelor,Employed,33799,Single,109,28,52,Hail,Agent,0
605,Basic,College,Unemployed,0,Married,61,17,71,Scratch or Dent,Agent,0
593,Premium,Bachelor,Employed,87747,Divorced,147,3,87,Hail,Agent,0
354,Extended,College,Employed,35695,Married,90,2,7,Other,Branch,0
349,Extended,Master,Employed,90985,Divorced,87,33,39,Collision,Branch,0
368,Basic,College,Unemployed,0,Married,101,19,16,Other,CallCenter,0
599,Premium,College,Employed,66839,Single,154,33,24,Hail,Branch,0
1250,Premium,High School,Unemployed,0,Married,165,16,43,Scratch or Dent,CallCenter,1
861,Basic,Bachelor,Employed,79090,Married,107,2,74,Hail,Branch,0
250,Basic,Bachelor,Employed,24825,Married,64,34,44,Hail,Branch,0
702,Basic,College,Retired,26806,Married,63,32,19,Collision,Agent,0
539,Basic,College,Employed,56835,Married,67,25,16,Collision,Branch,0
617,Extended,Bachelor,Unemployed,0,Single,88,12,54,Scratch or Dent,Web,1
273,Basic,Bachelor,Employed,46135,Married,69,12,68,Collision,Agent,0
516,Basic,Bachelor,Unemployed,0,Single,73,21,87,Hail,Branch,0
794,Basic,High School,Employed,22862,Married,67,9,40,Hail,Agent,0
861,Basic,High School,Employed,21450,Divorced,110,8,80,Collision,CallCenter,0
263,Basic,Bachelor,Employed,95854,Married,65,16,78,Hail,Agent,0
779,Extended,Bachelor,Employed,44897,Married,99,22,46,Other,Web,0
826,Basic,High School,Employed,54040,Married,103,14,88,Collision,Agent,0
498,Basic,Master,Employed,53265,Married,62,12,27,Hail,CallCenter,0
746,Basic,High School,Unemployed,0,Married,198,18,55,Collision,Branch,0
1230,Basic,Bachelor,Employed,43817,Married,62,25,12,Scratch or Dent,Branch,0
686,Extended,High School,Employed,54780,Married,88,22,72,Collision,Agent,0
905,Basic,High School,Unemployed,0,Married,119,9,8,Hail,Web,1
555,Basic,Bachelor,Employed,67798,Divorced,69,1,78,Collision,Agent,0
831,Basic,Bachelor,Retired,21442,Divorced,118,32,84,Hail,Web,1
239,Basic,Bachelor,Employed,27615,Married,62,19,18,Scratch or Dent,CallCenter,0
446,Basic,Bachelor,Retired,17622,Divorced,65,1,36,Collision,Agent,0
530,Extended,High School,Employed,50200,Divorced,135,23,98,Collision,Agent,0
384,Basic,Doctor,Unemployed,0,Divorced,112,3,51,Collision,Agent,0
373,Extended,High School,Unemployed,0,Married,96,31,34,Collision,Agent,0
278,Basic,Master,Employed,73570,Single,70,0,46,Hail,Branch,0
402,Basic,High School,Unemployed,0,Single,111,4,85,Scratch or Dent,CallCenter,1
824,Premium,High School,Unemployed,0,Married,106,11,15,Collision,Web,0
249,Basic,Doctor,Employed,36631,Divorced,62,30,77,Collision,Agent,0
291,Basic,College,Employed,35895,Married,73,11,51,Hail,Agent,0
428,Basic,College,Employed,40864,Married,109,16,70,Collision,Agent,0
834,Premium,College,Unemployed,0,Divorced,118,15,77,Collision,Agent,0
509,Basic,Master,Employed,93018,Divorced,63,5,90,Scratch or Dent,CallCenter,1
737,Basic,Bachelor,Employed,70014,Divorced,62,6,4,Collision,Agent,0
244,Basic,College,Employed,48875,Married,61,20,9,Collision,CallCenter,0
885,Basic,Bachelor,Employed,67969,Married,74,11,14,Scratch or Dent,Branch,0
2388,Basic,High School,Unemployed,0,Married,108,8,55,Other,Web,1
560,Basic,Doctor,Employed,68665,Married,69,33,67,Scratch or Dent,CallCenter,0
464,Basic,College,Retired,26802,Married,66,7,43,Hail,Agent,0
757,Premium,High School,Unemployed,0,Single,110,6,37,Collision,Agent,0
1470,Extended,College,Employed,45345,Married,125,0,73,Collision,Agent,0
1230,Basic,High School,Medical Leave,17101,Single,113,1,88,Collision,CallCenter,0
772,Premium,Bachelor,Employed,32051,Married,193,4,40,Collision,CallCenter,0
595,Basic,Master,Employed,81139,Divorced,74,22,69,Collision,Web,0
800,Basic,Master,Employed,63834,Married,100,23,19,Other,Agent,0
646,Extended,Bachelor,Employed,37548,Married,81,12,9,Hail,Web,0
728,Basic,High School,Unemployed,0,Married,69,28,28,Scratch or Dent,CallCenter,1
259,Basic,High School,Employed,72421,Married,65,8,23,Hail,CallCenter,0
468,Premium,Master,Employed,83102,Married,116,15,35,Hail,CallCenter,0
1387,Basic,College,Employed,28432,Married,118,1,59,Hail,Branch,0
872,Premium,Master,Employed,83707,Married,108,2,72,Collision,Agent,0
523,Basic,College,Employed,63259,Married,65,25,14,Collision,Agent,0
476,Basic,High School,Unemployed,0,Single,67,18,73,Collision,Web,1
247,Basic,College,Employed,63860,Married,62,26,81,Hail,Agent,0
561,Basic,High School,Employed,67176,Single,72,20,90,Hail,Branch,0
551,Basic,College,Employed,86132,Married,68,30,10,Hail,CallCenter,0
261,Basic,Bachelor,Employed,28519,Married,66,1,56,Hail,Web,0
1048,Extended,High School,Employed,39102,Married,88,11,98,Scratch or Dent,Agent,0
326,Extended,Bachelor,Unemployed,0,Married,89,17,56,Hail,Web,0
3048,Extended,College,Employed,97298,Single,128,16,38,Other,Web,0
636,Extended,High School,Employed,41986,Single,84,25,31,Collision,Branch,0
947,Extended,High School,Unemployed,0,Single,88,6,47,Collision,Agent,0
563,Basic,College,Medical Leave,17291,Married,73,3,25,Collision,Agent,0
778,Basic,Bachelor,Unemployed,0,Married,74,0,52,Collision,Branch,0
982,Basic,College,Employed,37256,Married,62,15,7,Collision,Branch,0
752,Extended,High School,Employed,96306,Divorced,95,12,17,Collision,Agent,0
1018,Premium,Bachelor,Retired,14290,Married,271,20,40,Collision,Agent,0
277,Basic,College,Employed,37038,Married,71,6,97,Other,Branch,0
404,Basic,College,Employed,90760,Married,103,5,7,Hail,Branch,0
2144,Basic,High School,Employed,20668,Married,188,34,54,Hail,CallCenter,0
268,Basic,High School,Employed,54480,Married,67,19,91,Hail,Branch,0
252,Basic,College,Medical Leave,16244,Married,68,4,85,Other,CallCenter,0
699,Extended,College,Employed,22436,Married,89,24,21,Hail,Branch,0
270,Basic,Bachelor,Employed,25544,Married,68,18,30,Collision,Agent,0
